FeatureNum	ProbeName	GeneSymbol
57353	A_55_P1966420	Scrn2
57354	A_51_P275496	Gm39749
57355	A_55_P2039791	Olfr378
57356	A_55_P2011872	Scd4
57357	A_30_P01021393	
57358	A_51_P100828	Prdx3
57359	A_30_P01026396	
57360	A_30_P01027230	
57361	A_55_P2148348	
57362	A_30_P01026412	
57363	A_52_P346225	Asz1
57364	A_30_P01017896	
57365	A_55_P2087142	
57366	A_30_P01025672	
57367	A_30_P01031524	
57368	A_55_P1973643	Raf1
57369	A_55_P2115704	Aip
57370	A_55_P2068610	Olfr1404
57371	A_55_P2157522	
57372	A_30_P01027759	
57373	A_30_P01023309	
57374	A_51_P127320	Cabs1
57375	A_30_P01031422	
57376	ERCC-00040_174	
57377	ERCC-00078_438	
57378	A_51_P196895	Ist1
57379	A_55_P1953846	Abca8b
57380	A_51_P125446	Lzic
57381	A_52_P981697	Zfp874a
57382	A_55_P2069979	Large1
57383	A_30_P01029989	
57384	A_51_P124254	Col4a1
57385	A_30_P01031504	
57386	A_55_P1986649	
57387	A_30_P01017675	
57388	A_30_P01032361	
57389	ERCC-00156_158	
57390	A_55_P1981110	Lman1l
57391	A_51_P301736	Ppp2r2a
57392	ERCC-00157_60	
57393	A_51_P390715	Tgfb1
57394	A_55_P2105913	Lrrc18
57395	A_52_P504268	B3galnt1
57396	A_30_P01033115	
57397	A_30_P01025622	
57398	A_55_P2114596	Zbtb14
57399	A_30_P01032717	
57400	A_30_P01022959	
57401	A_30_P01028437	
57402	A_55_P2130338	Olfr1135
57403	A_30_P01027931	
57404	A_55_P2047768	Serpinb6c
57405	A_66_P112551	Shf
57406	A_55_P2028922	Stoml2
57407	A_52_P404302	Olfml2a
57408	A_52_P110689	Orc3
57409	A_51_P113403	Slc26a11
57410	A_55_P2164297	Rnps1
57411	A_55_P1979477	Gm9954
57412	A_55_P2067377	Zfp827
57413	A_55_P1995587	Gm4371
57414	A_66_P126603	
57415	A_55_P2149585	
57416	A_30_P01018665	
57417	A_52_P609120	Pdxp
57418	A_55_P2192617	AI854905
57419	A_51_P304988	Gm1549
57420	A_55_P1988774	Slc17a5
57421	A_55_P2181348	
57422	A_55_P2131393	Eef1akmt2
57423	A_52_P347898	Sost
57424	A_55_P2053541	
57425	A_55_P2013178	Atp2b3
57426	A_30_P01020181	
57427	A_55_P1994042	Zbp1
57428	A_30_P01033426	
57429	A_55_P2208443	9330109K16Rik
57430	A_51_P113906	Gkn2
57431	A_30_P01018501	
57432	A_30_P01023736	
57433	A_55_P1954724	
57434	ERCC-00144_60	
57435	A_55_P2077994	Ube2v2
57436	A_30_P01020633	
57437	A_30_P01032676	
57438	A_30_P01033264	
57439	A_55_P1983921	Crybb3
57440	A_30_P01018225	
57441	A_52_P472660	Smurf2
57442	A_52_P381430	Tbc1d4
57443	A_55_P2094796	Olfr62
57444	A_30_P01033035	
57445	A_52_P68028	Ace
57446	A_30_P01025885	
57447	A_52_P453884	Foxo1
57448	3xSLv1	
57449	ERCC-00040_174	
57450	A_55_P2081405	
57451	A_30_P01031185	
57452	A_51_P115005	Edn1
57453	A_55_P2093196	
57454	A_55_P2030568	Ifit1bl2
57455	A_55_P2124712	Ces2c
57456	A_55_P2374337	A130071D04Rik
57457	A_51_P509961	Slc5a10
57458	A_66_P129444	Pnkp
57459	A_55_P1954551	Zfp446
57460	A_55_P1962454	
57461	A_30_P01028251	
57462	ERCC-00044_175	
57463	A_30_P01026962	
57464	A_30_P01022633	
57465	A_52_P171178	Ccdc33
57466	A_55_P2172624	Gm1123
57467	A_30_P01029216	
57468	A_66_P111163	Trav14n-1
57469	A_55_P2004457	Prrg1
57470	A_55_P2066857	Nsun4
57471	A_52_P245365	Rtf1
57472	(+)E1A_r60_a107	
57473	A_51_P107234	Abcf1
57474	A_55_P2107070	Cabyr
57475	A_30_P01027148	
57476	A_52_P175028	Cachd1
57477	A_30_P01025277	
57478	A_55_P1969640	Olfr846
57479	A_55_P2302978	1700048F04Rik
57480	A_30_P01025348	
57481	A_30_P01032936	
57482	A_52_P295140	Glb1l3
57483	A_55_P2118659	Taar8b
57484	A_51_P303061	Adcy8
57485	A_55_P1987296	1700045I11Rik
57486	A_30_P01021187	
57487	A_55_P2070598	Pkd1l3
57488	A_30_P01020341	
57489	A_55_P2109107	
57490	A_55_P2009871	Olfr781
57491	A_55_P2076244	
57492	ERCC-00007_60	
57493	A_30_P01023158	
57494	A_30_P01018681	
57495	A_52_P1045316	Gm38423
57496	A_51_P107782	Kdsr
57497	A_51_P479769	Ampd2
57498	A_55_P2370379	
57499	A_55_P2353743	Gm2447
57500	A_30_P01019212	
57501	A_55_P2016722	Olfr1055
57502	A_55_P2233402	4930483K19Rik
57503	A_52_P440445	Polr1a
57504	A_30_P01018407	
57505	A_52_P536481	Mogs
57506	A_30_P01023171	
57507	A_30_P01020673	
57508	A_30_P01022990	
57509	A_55_P1959576	Slitrk4
57510	A_55_P1999429	Olfr1454
57511	A_30_P01020327	
57512	A_30_P01025268	
57513	A_30_P01025639	
57514	A_66_P138915	Fyn
57515	A_55_P2050778	Gpam
57516	A_30_P01031927	
57517	A_30_P01030574	
57518	A_30_P01027789	
57519	A_52_P180373	Mpeg1
57520	A_51_P118650	Wdr6
57521	ERCC-00109_120	
57522	ERCC-00060_190	
57523	A_30_P01021101	
57524	A_55_P2185198	Asic4
57525	A_55_P2028004	Tas2r124
57526	A_52_P409746	Serpinc1
57527	A_52_P449694	
57528	A_55_P2066894	
57529	A_55_P2141782	Cdhr4
57530	A_55_P2351240	4930403D09Rik
57531	(+)E1A_r60_a135	
57532	A_51_P490924	Hapln4
57533	ERCC-00143_89	
57534	A_30_P01022824	
57535	A_52_P1197913	Gadd45b
57536	A_51_P122723	Grpel1
57537	A_52_P18765	Hsbp1l1
57538	A_55_P1978633	Gm5166
57539	A_30_P01024109	
57540	A_55_P2158324	
57541	A_55_P1983323	Sult2b1
57542	A_51_P385598	Slc37a4
57543	A_30_P01018321	
57544	A_30_P01026362	
57545	A_55_P2129856	Mtfmt
57546	A_55_P2114188	Gm5105
57547	A_30_P01018229	
57548	A_55_P2009320	LOC108167848
57549	A_55_P2048599	Scgb1b30
57550	A_55_P2054157	Hspa4
57551	A_52_P503614	Kcnj2
57552	A_66_P118225	Spdya
57553	ERCC-00043_129	
57554	A_30_P01032227	
57555	A_51_P127681	Clic4
57556	A_30_P01017430	
57557	A_55_P2064635	Kpna2
57558	A_51_P140350	Nadsyn1
57559	A_55_P1952877	Snrpf
57560	A_55_P2365710	B130046B21Rik
57561	A_30_P01020598	
57562	A_51_P261051	Dlx5
57563	A_51_P432229	Gstt4
57564	ERCC-00013_180	
57565	A_55_P2095227	
57566	A_55_P2262993	1700026H06Rik
57567	A_55_P1964193	Map1b
57568	A_52_P264790	Pdgfd
57569	A_55_P2325663	Cers3
57570	(+)E1A_r60_n9	
57571	A_30_P01027079	
57572	A_55_P2093665	
57573	A_52_P345261	Olfr350
57574	ERCC-00058_185	
57575	A_30_P01017577	
57576	ERCC-00171_229	
57577	A_66_P123209	Vmn1r56
57578	A_55_P1976108	Rps27a
57579	A_51_P213099	Ntng1
57580	A_66_P133450	Dnajb9
57581	A_55_P2012779	Rnf167
57582	A_52_P542794	2610507B11Rik
57583	A_55_P2068635	
57584	A_55_P2053918	
57585	A_55_P1995892	
57586	A_51_P450406	
57587	A_55_P2369474	Nr1h4
57588	A_30_P01020464	
57589	A_55_P2046378	Eif4g1
57590	A_51_P452153	Mzb1
57591	A_55_P2020661	Orai3
57592	A_55_P2027263	Gm9902
57593	A_66_P128442	Rimbp3
57594	A_55_P2126269	Nmb
57595	A_52_P536735	Hpcal1
57596	A_55_P1959891	
57597	A_55_P1987434	Fam196a
57598	ERCC-00165_60	
57599	A_55_P1986095	
57600	A_51_P127681	Clic4
57601	A_51_P194609	Prss34
57602	A_30_P01028797	
57603	A_55_P2315747	4930571B16Rik
57604	A_30_P01026519	
57605	A_30_P01027265	
57606	A_30_P01028112	
57607	A_51_P139651	Nos3
57608	A_55_P2008492	Gm10468
57609	A_55_P2054197	
57610	A_52_P185343	Gna13
57611	A_55_P2068673	Stmn2
57612	A_52_P576837	Cep44
57613	A_30_P01021184	
57614	A_30_P01032925	
57615	A_30_P01032394	
57616	A_51_P109449	Ltb4r1
57617	A_55_P2162765	Dnajc24
57618	A_55_P2019719	Oas2
57619	A_55_P2069774	Iba57
57620	A_55_P2046338	Mapk14
57621	A_51_P336161	Man2b1
57622	A_30_P01025769	
57623	A_55_P2028852	
57624	A_55_P1997691	Nupr1l
57625	A_55_P2074246	Zfp184
57626	A_55_P2133901	
57627	A_55_P2072872	Lpin2
57628	A_55_P2126567	Ssmem1
57629	A_55_P1964852	Kbtbd2
57630	A_55_P2055291	Gpn2
57631	A_52_P297009	Itpk1
57632	A_55_P1989594	Mynn
57633	A_55_P1966778	Trdn
57634	A_30_P01020575	
57635	A_66_P108793	Gm7628
57636	A_30_P01022963	
57637	A_55_P1988760	Sestd1
57638	A_52_P9260	Fam149b
57639	A_55_P2020976	Trim42
57640	A_30_P01019529	
57641	A_55_P2087796	Eva1b
57642	A_55_P1973373	Vstm2a
57643	A_55_P2333434	Plxdc2
57644	A_52_P549977	Fam32a
57645	A_52_P122649	Dmrta1
57646	A_55_P2234689	BB187676
57647	A_55_P2039878	Gp1bb
57648	A_51_P289881	Txndc12
57649	A_55_P2269626	D130019J16Rik
57650	A_51_P106752	Rnmt
57651	A_30_P01027259	
57652	A_30_P01028785	
57653	A_52_P377723	Peg10
57654	A_52_P290341	Bicral
57655	A_30_P01030770	
57656	A_55_P2157250	Gfap
57657	ERCC-00085_231	
57658	A_51_P108384	Zfp85os
57659	A_30_P01020182	
57660	A_30_P01019803	
57661	A_55_P2023235	Fen1
57662	A_51_P196158	Btd
57663	A_30_P01031421	
57664	A_55_P2133266	Cxx1c
57665	A_30_P01019709	
57666	A_30_P01025508	
57667	A_55_P2409570	Luc7l2
57668	A_55_P1966327	Gm9780
57669	A_55_P1964628	LOC102633627
57670	A_51_P221144	Vwa8
57671	A_55_P1995060	
57672	A_52_P116120	Coro2a
57673	A_55_P2054470	Gm11497
57674	A_55_P1968195	Cyp2d13
57675	A_55_P2297815	2010310C07Rik
57676	A_51_P122649	Degs2
57677	A_51_P314907	Dbf4
57678	A_51_P288891	Tbc1d15
57679	ERCC-00154_60	
57680	ERCC-00165_60	
57681	A_55_P1980481	Grin2a
57682	A_55_P1972812	Mindy4
57683	A_55_P2142425	
57684	ERCC-00131_64	
57685	A_55_P2062418	Atp6v0a1
57686	A_52_P498798	Gsdmc3
57687	A_30_P01032396	
57688	A_51_P162083	Elfn2
57689	A_55_P2024220	
57690	A_51_P123077	Nubp1
57691	A_55_P2158072	
57692	A_51_P314161	Qtrt1
57693	A_55_P2042680	Gm15506
57694	A_66_P103818	Elk1
57695	A_30_P01033516	
57696	A_30_P01023264	
57697	A_55_P2001654	
57698	A_55_P2053466	
57699	A_66_P125047	
57700	A_30_P01030059	
57701	A_51_P212419	Lrrc41
57702	ERCC-00154_60	
57703	A_30_P01022935	
57704	A_65_P03442	Pgk1
57705	A_30_P01026408	
57706	ERCC-00023_60	
57707	A_55_P2046423	Lcn3
57708	A_51_P112762	Slc5a3
57709	A_55_P2018442	Tbpl1
57710	A_55_P2171036	Kcnk18
57711	A_55_P2109397	Scn10a
57712	A_55_P2038762	Olfr38
57713	A_55_P2345916	1500002F19Rik
57714	A_51_P411909	Sirt5
57715	A_30_P01027481	
57716	3xSLv1	
57717	A_55_P1965592	Commd7
57718	A_51_P288876	Tmem45a
57719	A_51_P233846	Olfr1491
57720	A_30_P01031449	
57721	A_55_P2382065	2810001A02Rik
57722	A_55_P2099415	Neil1
57723	ERCC-00116_142	
57724	A_55_P2033680	
57725	A_55_P1964363	Kctd14
57726	A_55_P1972025	Mycl
57727	A_55_P2230688	Pigm
57728	A_55_P2157038	Mllt3
57729	A_66_P102346	
57730	A_52_P504478	Adprh
57731	A_51_P205740	Ube3b
57732	A_55_P2121076	Cul2
57733	A_55_P2232325	
57734	A_52_P270145	Zfp329
57735	A_30_P01017464	
57736	A_52_P681310	Plaur
57737	A_55_P2007016	Zscan4a
57738	ERCC-00150_127	
57739	A_55_P2036280	Psen2
57740	A_55_P1986711	
57741	A_30_P01025506	
57742	A_30_P01017691	
57743	A_30_P01027375	
57744	A_55_P2187266	Pop1
57745	A_55_P2146295	Lmx1b
57746	A_55_P1964598	Hsd17b7
57747	A_55_P1974442	Sumf2
57748	A_30_P01027312	
57749	A_55_P2405106	Iqch
57750	A_55_P2139326	Baiap3
57751	A_55_P2037873	
57752	A_30_P01021170	
57753	A_51_P488554	Mrnip
57754	A_55_P2088750	Mtif3
57755	ERCC-00074_113	
57756	ERCC-00057_123	
57757	3xSLv1	
57758	A_55_P2089888	
57759	A_55_P2073345	
57760	A_55_P2316300	Neo1
57761	A_30_P01022250	
57762	A_30_P01022032	
57763	A_30_P01027776	
57764	A_51_P437786	Rbm28
57765	A_30_P01021348	
57766	A_55_P2127080	Olfr132
57767	A_30_P01026083	
57768	A_52_P37894	Cox7a2
57769	A_55_P2297917	4930445B16Rik
57770	A_55_P2027052	Prdm9
57771	ERCC-00003_63	
57772	A_52_P295755	A830005F24Rik
57773	A_52_P586740	Vmn1r188
57774	A_55_P2112613	Gucy2d
57775	A_55_P2023219	
57776	A_55_P2150555	Pcgf5
57777	A_55_P1960646	Ube2w
57778	A_51_P300655	Tbccd1
57779	A_52_P37702	Slc16a10
57780	A_55_P2064486	Trim58
57781	ERCC-00075_180	
57782	A_55_P2080855	Olfr827
57783	A_30_P01027896	
57784	A_30_P01023266	
57785	A_52_P292232	Rnf115
57786	A_51_P464146	Sowahb
57787	A_55_P1976237	Dnajb3
57788	A_52_P87839	Sema3c
57789	A_30_P01028305	
57790	A_30_P01033471	
57791	ETG10_234183	
57792	A_51_P125056	Oxct2a
57793	A_52_P385615	Rnpc3
57794	A_51_P122425	Ctf1
57795	A_30_P01027385	
57796	A_30_P01026999	
57797	A_51_P108862	Cops7a
57798	A_30_P01029162	
57799	A_51_P128147	Chmp1a
57800	A_55_P2115713	Nid1
57801	A_55_P2111907	Noxo1
57802	A_51_P130727	Fkbp11
57803	A_51_P380514	Tjap1
57804	A_55_P2127592	Smcr8
57805	A_55_P2084112	Rnf135
57806	3xSLv1	
57807	A_51_P122141	Mamstr
57808	A_55_P2085664	Meaf6
57809	A_51_P406466	Ankrd35
57810	A_55_P2005335	Kcng2
57811	A_55_P1959348	Olfr598
57812	A_51_P100828	Prdx3
57813	A_30_P01028776	
57814	A_51_P188281	Myf5
57815	A_51_P304397	Cpm
57816	A_51_P171075	Csf2
57817	A_55_P2090708	Fam207a
57818	A_30_P01029979	
57819	A_30_P01023926	
57820	A_30_P01024714	
57821	A_30_P01028364	
57822	A_51_P151897	R3hcc1
57823	A_66_P140711	Rps10
57824	A_55_P2170876	Tcp10b
57825	A_55_P2109257	Nipal3
57826	A_55_P1967391	Antxr1
57827	A_30_P01033537	
57828	A_55_P2042773	Ctdnep1
57829	A_55_P2157537	Gm10866
57830	3xSLv1	
57831	A_55_P2092616	Tbc1d25
57832	A_55_P2079560	Lilra6
57833	A_51_P118603	Wdr82
57834	A_30_P01026053	
57835	A_55_P2119244	Srrm3
57836	A_55_P1955778	Adamts4
57837	A_55_P1958712	Muc19
57838	A_51_P405985	Fig4
57839	ERCC-00004_125	
57840	A_30_P01019701	
57841	A_30_P01031728	
57842	A_55_P2156186	BC028528
57843	A_55_P2055523	
57844	A_30_P01024798	
57845	A_55_P2035593	Hsf1
57846	A_55_P2096310	
57847	A_55_P2416119	Cep290
57848	A_55_P2300621	AI843588
57849	A_30_P01019795	
57850	A_55_P2063196	C230099D08Rik
57851	A_30_P01023248	
57852	A_55_P1970436	Slc23a4
57853	A_52_P556140	Vapb
57854	A_30_P01029905	
57855	A_55_P2087865	Tinf2
57856	A_30_P01028625	
57857	3xSLv1	
57858	A_51_P418259	Pccb
57859	A_55_P2009532	
57860	A_30_P01024778	
57861	A_51_P327295	Akr1a1
57862	A_30_P01021052	
57863	A_55_P2321889	4933404I11Rik
57864	A_30_P01028849	
57865	A_55_P2151006	C1qtnf7
57866	A_51_P124719	Ccdc93
57867	A_55_P1990866	Mylk3
57868	A_55_P2049553	
57869	ERCC-00158_78	
57870	A_30_P01024695	
57871	A_51_P243187	Olfr697
57872	A_51_P283563	Zbtb26
57873	A_55_P2269459	Prl8a6
57874	A_30_P01017455	
57875	A_55_P2151685	Pira11
57876	ERCC-00154_60	
57877	A_55_P2207922	Snhg14
57878	A_30_P01025192	
57879	A_55_P2160029	Krtap7-1
57880	A_30_P01028326	
57881	A_51_P120615	Rabl3
57882	A_30_P01020603	
57883	A_55_P2180249	Mtch2
57884	A_30_P01030975	
57885	A_66_P106375	Strap
57886	A_30_P01020895	
57887	3xSLv1	
57888	A_55_P2000938	Ahcy
57889	A_55_P2062004	
57890	A_55_P2046184	Ccdc90b
57891	A_30_P01023882	
57892	A_55_P1985960	Speer1
57893	A_55_P2065510	
57894	A_52_P98778	Ang4
57895	ERCC-00012_90	
57896	A_55_P1981589	Olfr570
57897	A_55_P2109882	Gm46606
57898	A_30_P01021957	
57899	A_30_P01031800	
57900	A_55_P2192577	H2bfm
57901	A_55_P1966438	Gstm2
57902	A_30_P01033631	
57903	A_55_P2030155	Slco2b1
57904	A_55_P2102126	Lamp2
57905	A_30_P01032400	
57906	A_66_P135147	Gm8149
57907	A_30_P01025323	
57908	A_66_P111578	Zfp709
57909	A_55_P2057896	Il20rb
57910	ERCC-00017_150	
57911	A_30_P01020812	
57912	ERCC-00162_107	
57913	A_52_P189410	Atp8a2
57914	A_51_P452629	Tlr2
57915	A_30_P01029743	
57916	A_51_P420577	Olfr983
57917	A_30_P01031836	
57918	A_52_P306396	Ppp3cb
57919	A_52_P317820	Fbxo41
57920	A_51_P303725	Tmem38a
57921	A_52_P685511	4833405L11Rik
57922	A_55_P1988148	Tox
57923	A_30_P01032046	
57924	A_55_P1989663	Slco3a1
57925	A_52_P12001	Erp44
57926	A_52_P75348	Spdl1
57927	A_55_P1978156	Gm37500
57928	A_51_P104430	Magee1
57929	A_55_P1994817	Taf15
57930	A_55_P2016792	Inpp4b
57931	A_55_P1962026	Pigg
57932	A_30_P01028081	
57933	A_55_P1964613	Dnttip1
57934	A_30_P01027262	
57935	A_51_P153368	Slc6a1
57936	A_55_P2136334	
57937	A_52_P115541	Spem1
57938	A_55_P2062024	Tcp11
57939	A_55_P1978466	Pnma5
57940	A_55_P2346659	A330058E17Rik
57941	A_55_P2076680	H60a
57942	A_30_P01025732	
57943	A_51_P335969	Des
57944	A_30_P01022141	
57945	A_66_P111401	Fbxw8
57946	A_52_P2947	Ndufaf2
57947	A_30_P01023619	
57948	A_55_P1957238	
57949	A_55_P2158547	Cyp2c54
57950	A_51_P100174	Mns1
57951	A_30_P01031018	
57952	A_51_P145948	Neto1
57953	A_30_P01020330	
57954	A_30_P01027358	
57955	A_30_P01021205	
57956	A_55_P2057459	Mall
57957	A_55_P2054007	4930555G01Rik
57958	3xSLv1	
57959	A_66_P139664	Ppp2r5c
57960	A_55_P1972817	Trmt11
57961	A_55_P2039086	Nfkbiz
57962	A_66_P129263	Lekr1
57963	A_55_P1990299	Ophn1
57964	A_52_P151934	Spdye4c
57965	A_55_P2087066	Slc25a10
57966	A_55_P1973970	Krt73
57967	A_30_P01027066	
57968	A_51_P108459	Gpr65
57969	A_52_P357402	Mlst8
57970	ERCC-00076_93	
57971	A_55_P1997126	Ctse
57972	A_52_P647856	March4
57973	A_51_P457492	Tmem223
57974	A_55_P2175892	
57975	A_55_P1976714	Gm36340
57976	3xSLv1	
57977	A_51_P393426	Pros1
57978	A_55_P2446231	Tmem245
57979	A_30_P01021808	
57980	A_55_P1999701	
57981	A_55_P2028738	Rnf180
57982	A_51_P329413	Pomgnt1
57983	ERCC-00042_60	
57984	A_30_P01021159	
57985	A_30_P01021750	
57986	A_55_P2020736	Frs3
57987	A_55_P2053309	Rgs21
57988	A_30_P01029921	
57989	A_55_P2041758	Scand1
57990	A_55_P2279777	2810404M03Rik
57991	A_55_P1965659	Havcr2
57992	A_52_P287313	Gm1661
57993	A_30_P01023490	
57994	A_51_P201873	Gpr88
57995	A_52_P309737	Cdk12
57996	A_55_P2112797	
57997	A_30_P01032714	
57998	A_55_P2101671	Olfr1276
57999	A_30_P01025132	
58000	A_55_P2392395	BC055308
58001	A_55_P2149615	Bex3
58002	ERCC-00086_228	
58003	A_30_P01021765	
58004	A_55_P2098385	
58005	A_55_P2016252	Ctnnal1
58006	A_30_P01033002	
58007	A_55_P2041140	Gm9758
58008	A_55_P1958597	Slc27a3
58009	A_52_P89767	Pmp2
58010	A_55_P2035008	
58011	A_55_P2031352	Ppp3r2
58012	A_55_P2000628	Dusp7
58013	A_55_P2162422	
58014	A_55_P2346619	8030498J20Rik
58015	A_30_P01019851	
58016	A_51_P229363	Trmt10b
58017	A_55_P2150901	Foxo4
58018	A_55_P2082449	AU019990
58019	A_55_P2259456	4933425B07Rik
58020	A_66_P137890	Gm9054
58021	A_55_P2133549	
58022	ERCC-00028_121	
58023	A_55_P1982420	Fam8a1
58024	A_52_P279110	9130019P16Rik
58025	A_51_P106799	Pparg
58026	A_55_P2208727	Gm30211
58027	A_51_P334308	Tspan14
58028	A_51_P485854	Olfr1104
58029	A_30_P01021721	
58030	A_51_P376149	Eef1akmt1
58031	A_30_P01028951	
58032	A_51_P113773	Slx1b
58033	A_55_P2179605	
58034	A_55_P2000588	Rfx7
58035	ERCC-00112_152	
58036	A_51_P235878	Guk1
58037	A_55_P1960396	Lrrc43
58038	A_55_P1991605	Aplp1
58039	A_55_P2079579	Pira7
58040	A_51_P119031	Naa30
58041	A_30_P01023330	
58042	A_55_P2059035	Gm13403
58043	ERCC-00003_63	
58044	A_66_P132859	Gm5607
58045	A_55_P2133195	Gm4951
58046	A_30_P01024089	
58047	A_52_P600822	Prkcz
58048	ERCC-00060_190	
58049	A_30_P01023645	
58050	ERCC-00143_89	
58051	A_30_P01031439	
58052	A_30_P01028873	
58053	A_52_P467140	Snd1
58054	A_51_P318497	Ap1ar
58055	A_55_P2041372	Gm3693
58056	A_55_P1974347	Fam126b
58057	A_30_P01028444	
58058	(+)E1A_r60_1	
58059	A_51_P123510	Vmn1r58
58060	A_30_P01024002	
58061	A_30_P01031180	
58062	A_55_P1967500	Nell1
58063	A_55_P2028024	
58064	A_55_P2102380	
58065	A_55_P2155438	Rps27
58066	A_55_P2177539	Sod1
58067	A_51_P151307	Fam184a
58068	A_51_P366290	Zfp865
58069	A_55_P1979933	
58070	A_51_P104939	Klra5
58071	A_51_P385099	Tnf
58072	A_55_P2040907	Gtf2i
58073	A_51_P408082	Apoa1
58074	A_30_P01031257	
58075	A_30_P01024622	
58076	A_55_P2003060	
58077	A_52_P646552	Olfr128
58078	A_55_P1986571	
58079	A_55_P2128668	Ccnb1
58080	A_30_P01018495	
58081	A_52_P471227	Ercc8
58082	A_55_P1965539	Ndufb4
58083	A_65_P06872	Fam210a
58084	A_55_P2080348	
58085	A_52_P611000	Esd
58086	A_55_P2112972	Gm6288
58087	A_55_P2048041	Slc44a1
58088	A_30_P01025234	
58089	ERCC-00046_63	
58090	A_55_P2113459	Washc1
58091	A_30_P01024805	
58092	A_55_P2005808	Abhd18
58093	A_51_P142164	Hspa13
58094	A_66_P121745	Arhgef28
58095	A_55_P2104612	
58096	A_30_P01025383	
58097	A_30_P01026370	
58098	A_30_P01023769	
58099	A_55_P2331276	AU020951
58100	A_30_P01023011	
58101	A_51_P514584	Tbata
58102	A_66_P114167	E130116L18Rik
58103	A_55_P2185068	Gm3002
58104	A_55_P1991160	Mrrf
58105	A_30_P01029863	
58106	ERCC-00007_60	
58107	A_55_P2035657	Psmb6
58108	(+)E1A_r60_a135	
58109	A_55_P2048607	Hp
58110	A_55_P1956624	Zfp967
58111	A_52_P353541	Fbxw13
58112	A_55_P2127717	
58113	A_51_P141836	Ube3c
58114	A_30_P01029420	
58115	A_30_P01019094	
58116	A_30_P01031240	
58117	ERCC-00016_169	
58118	A_30_P01021984	
58119	A_55_P2050495	Slc29a3
58120	A_51_P244633	Fscn2
58121	A_51_P468505	Trp53rka
58122	A_52_P573290	Crebrf
58123	A_30_P01022459	
58124	A_55_P1993594	Dcp1b
58125	(+)E1A_r60_n9	
58126	A_51_P385952	Man2a2
58127	A_51_P514256	Tubb2b
58128	A_55_P2018017	Tnfsf10
58129	3xSLv1	
58130	A_55_P1975090	
58131	A_52_P420504	Acta2
58132	A_55_P1985070	Robo1
58133	A_55_P1954176	Wdr44
58134	A_55_P2023762	Epha4
58135	A_55_P2048953	4930515G16Rik
58136	A_51_P128397	Nr4a3
58137	A_55_P2079483	Gbx1
58138	A_55_P2294037	Pura
58139	A_51_P114274	Ccdc57
58140	A_30_P01023539	
58141	A_51_P200667	Clmn
58142	A_51_P352357	Ldhal6b
58143	A_52_P30989	Cdkn3
58144	A_55_P2048348	Aig1
58145	A_30_P01028157	
58146	A_55_P2042675	Ttc28
58147	A_51_P100852	Fam26f
58148	A_55_P2424437	AA763515
58149	A_55_P2107120	Kansl2
58150	A_51_P242414	Micall1
58151	A_55_P2046494	Zfand4
58152	A_51_P394394	Tspan2
58153	A_30_P01026741	
58154	A_55_P2084980	Dcaf12l2
58155	A_55_P2073567	Epb41l4b
58156	A_30_P01030253	
58157	A_51_P125135	Cdca5
58158	A_52_P242251	Diexf
58159	A_55_P2353833	AI481207
58160	A_30_P01018465	
58161	(+)E1A_r60_n9	
58162	A_55_P2142941	G370120E05Rik
58163	A_51_P476509	Zbtb38
58164	A_55_P2298158	Gm30871
58165	A_55_P1983529	Tmed6
58166	A_30_P01030789	
58167	A_55_P2064632	
58168	A_30_P01026186	
58169	A_55_P1992421	Hmgb3
58170	A_55_P2136572	Cdc42se2
58171	A_55_P2135633	
58172	A_51_P418116	Tmem119
58173	A_30_P01032810	
58174	A_52_P236709	Sp7
58175	A_55_P2315012	4930458D05Rik
58176	A_51_P487073	Wfdc12
58177	A_30_P01018316	
58178	A_55_P2026562	Cdkn1b
58179	A_55_P2133983	Gm436
58180	A_51_P188281	Myf5
58181	A_30_P01018557	
58182	A_51_P369628	Ptov1
58183	A_55_P2071092	Dusp22
58184	A_55_P2097259	Zufsp
58185	A_66_P139586	Gm813
58186	A_30_P01027584	
58187	A_51_P151038	Pmpcb
58188	A_51_P100537	Prss58
58189	A_51_P106259	Camk1
58190	A_66_P135435	Gm9099
58191	A_55_P2136976	Gm11213
58192	A_30_P01026261	
58193	A_55_P2071829	Tln2
58194	ERCC-00053_71	
58195	A_51_P279552	Cav2
58196	A_51_P114456	Tceanc2
58197	A_55_P1999648	Plin2
58198	A_51_P100787	Snw1
58199	A_52_P561772	
58200	A_51_P272993	Ntm
58201	A_51_P193563	Cdk7
58202	A_55_P2094041	4930470F04Rik
58203	A_66_P123938	Smim13
58204	A_55_P2089422	Olig3
58205	A_51_P111669	Gpr149
58206	A_66_P109371	AF366264
58207	A_55_P2064053	Mia2
58208	A_55_P2044558	
58209	A_51_P436447	Zfp871
58210	A_30_P01031224	
58211	A_66_P108567	Xrcc6
58212	A_30_P01019142	
58213	A_55_P1957813	
58214	A_30_P01026709	
58215	A_30_P01021793	
58216	A_55_P2129488	Wfdc10
58217	A_30_P01019866	
58218	A_55_P1965524	Gm6525
58219	ERCC-00054_84	
58220	A_30_P01020012	
58221	A_51_P511608	Mtag2
58222	A_30_P01027597	
58223	A_55_P2005440	Dennd5a
58224	A_55_P2307621	5730526G10Rik
58225	A_55_P2030403	
58226	A_51_P335702	Tmem114
58227	A_30_P01020544	
58228	A_30_P01017790	
58229	A_55_P2046648	
